Hex Representation, Visits, Green Win Rate
0d01160800000020300000000000008400, 10, 0.2
0d02011000100018300000000080000200, 81, 0.5925926
0d48010000000000302000000080100201, 14, 0.2857143
0d00080000100010302800000000104200, 33, 0.57575756
0d4a000400000050302000200000000000, 21, 0.47619048
0d81120000000020309400000000000000, 42, 0.42857143
0d00000000000018302000000000104a01, 40, 0.425
0d02080400100050300000000000000a00, 7, 0
0d01062000000020301000000010000002, 90, 0.56666666
0d4a000000000010306000000000004200, 46, 0.5217391
0d42000000100000302000200000400201, 40, 0.55
0d85020000000020301000000000000402, 86, 0.5697674
0d00020000000024301000000000008502, 78, 0.5641026
0d42000000000010302000000000100a01, 54, 0.44444445
0d02010000000018306000000000000201, 109, 0.57798165
0d42010000000000302000000000100a01, 63, 0.5714286
0d85060000000000300000000000200102, 7, 0.2857143
0d00001000100010306800000020000200, 6, 0.16666667
0d00020800000024309000000000000500, 32, 0.4375
0d01040000200020301000100000200002, 57, 0.57894737
0d02080000100000306800000000400001, 3, 0.33333334
0d52210000000000300000000000004a00, 39, 0.61538464
0d01000000200020301000100004200002, 37, 0.4864865
0d000220000000a4301000400010000000, 17, 0.47058824
0d85020000000000300000000000201102, 23, 0.7826087
0d05062000000020300000000000000402, 23, 0.47826087
0d00020000200020301000000010000502, 63, 0.50793654
0d01060000000020309000100000000002, 29, 0.41379312
0d42001000000010306000200000000200, 14, 0.5714286
0d05000000000020300000000000a10102, 9, 0.33333334
0d400100000000003020000000a0004201, 19, 0.2631579
0d0a200000500000300000000000400201, 19, 0.36842105
0d0a200000500010300000000000000201, 28, 0.4642857
0d04000000000020300000000000a10502, 39, 0.5897436
0d80022000000005301000100000000002, 3, 0.33333334
0d42010000010008302000200000000001, 4, 0.5
0d00010000000008302000200000404201, 10, 0.1
0d00020000000004300000140000808102, 0, 0
0d02001000010040302000000080000201, 15, 0.33333334
0d02210000000040302000000001000201, 20, 0.45
0d02010000100010302800000000100200, 46, 0.5
0d02010000500010302800000000000200, 11, 0.36363637
0d05420000000020300000000040200002, 17, 0.4117647
0d81020000000020308000000000011400, 22, 0.45454547
0d11400000200020300000000000008102, 15, 0.6666667
0d05400000200020300000000000008102, 59, 0.5762712
0d0a010000000000302000200000005001, 38, 0.5263158
0d15400000200020300000000000008002, 2, 0
0d02010400100012302800000000000000, 7, 0.14285715
0d00000000000010306800080000400201, 40, 0.625
0d001600008000a4301000000000000000, 10, 0.3
0d000000000000a0300002100050000102, 22, 0.5
0d000000000000a0301002000050000102, 55, 0.54545456
0d00020000000020301000100004008402, 8, 0.25
0d02011000040000302000200000000201, 11, 0.36363637
0d01060000000020308000000010000102, 68, 0.5441176
0d11022000000024301000000000000002, 8, 0.375
0d52080000100010302000000000000200, 11, 0.45454547
0d02090000000000302000000004500200, 25, 0.68
0d02001400040010302000000020000200, 17, 0.5294118
0d14020000000020301000000000008102, 32, 0.4375
0d00160000000020301000000000800102, 30, 0.33333334
0d0a010000000010302000000000101200, 19, 0.57894737
0d01000000000020300400040008800102, 60, 0.56666666
0d00048001200020301000000000000102, 41, 0.46341464
0da4120000000000301000000000000102, 58, 0.5344828
0d6a000500000010300000000000000200, 35, 0.62857145
0d00010000000040306001800020000200, 19, 0.36842105
0d01060000200020300000000040000402, 32, 0.5
0d00162000000024300000000000000102, 24, 0.375
0d42000000000010302000200000400201, 69, 0.5797101
0d02011000000000302000000020104200, 41, 0.63414633
0d00120000000024309000000000000102, 28, 0.35714287
0d0a010000100000302000000000004201, 44, 0.4318182
0d02010000000008306000000000500200, 28, 0.5
0d00020000000020300000000150800102, 6, 0.33333334
0d02000000000010302000000020500201, 85, 0.5411765
0d02000000400058302800000000000001, 36, 0.5277778
0d0a200000000010302000000000500001, 30, 0.46666667
0d02000000500048302800000000000001, 6, 0.16666667
0d010000000000a0309000140000000002, 49, 0.6530612
0d000000000000a0309400140000000002, 3, 0
0d80122001000000300000000010000102, 15, 0.46666667
0d80022000000020301400000000000500, 49, 0.48979592
0d02000000000018302000200000140001, 64, 0.59375
0d02000000000008306000200000140001, 16, 0.5
0d00120000000020300000000040810102, 24, 0.5416667
0d80020000000020301400000040000102, 45, 0.46666667
0d01120000000020300400040000008002, 21, 0.42857143
0d4000000000001a302000000000400201, 69, 0.5217391
0d0a810000100010300000000000000201, 58, 0.46551725
0d05000000a00020301000000010000002, 47, 0.4893617
0d42090002000010306000000000000000, 55, 0.4909091
0d02011000000010302000000020400200, 53, 0.49056605
0d0a011000000018302000000000000001, 48, 0.5
0d02090000100010300000000020400200, 41, 0.4878049
0d85020000200020300000000000000500, 20, 0.25
0d01000000000024309000000000008102, 56, 0.5535714
0d00010000100010302000200000400a00, 83, 0.60240966
0d02090000000000302000000000045200, 14, 0.5
0d02001000050000302000000000000a01, 16, 0.5
0d01020000000020308000100004000102, 61, 0.57377046
0d00024001000020301000000000008102, 17, 0.5294118
0d00010000000000302800090001400200, 2, 0
0d02210002400100300000000000000201, 12, 0.5833333
0d02010000000000304004000280000201, 14, 0.71428573
0d42a00100000010302000000000000001, 32, 0.5
0d00000000000010302800090001400200, 7, 0.5714286
0d02010100000010302000200000000201, 61, 0.5081967
0d42010100000010302000200000000200, 37, 0.45945945
0d00022800000020300000140040000100, 24, 0.5
0d01020000000000301000000110208002, 32, 0.5
0d00100000000025300000000000a00102, 33, 0.57575756
0d40000000000058302800000000000201, 53, 0.49056605
0d02010400000010300000000081000a00, 36, 0.5555556
0d15000000000020300000008010200002, 20, 0.65
0d02210008000000300000000004400201, 11, 0.27272728
0d42000000000010302a00400000000001, 27, 0.7037037
0d00014000100000302a00000000004200, 23, 0.5652174
0d05060000000020301000000000008002, 70, 0.5285714
0d42011000000040302000000000000a00, 25, 0.48
0d04060000000020300000000040800102, 3, 0.33333334
0d01020000200020309000000010000100, 37, 0.4054054
0d02010000000010300000000020404a00, 53, 0.5660377
0d02010000000018302000200000004001, 45, 0.4888889
0d00020000000000301000000010808502, 43, 0.53488374
0d01000000000024301000100000808002, 7, 0.14285715
0d42080000000048300000000000400201, 66, 0.56060606
0d02011000000010300000200020004200, 56, 0.53571427
0d04002000000020300000100040008102, 78, 0.6025641
0d01060000000000309400000000800002, 40, 0.45
0d02210400000000302000200000004001, 74, 0.6081081
0d04120800000020308000000000000500, 51, 0.5294118
0d00000000000010302800000020500201, 36, 0.4722222
0d0a001000000050304000000080000200, 43, 0.44186047
0d02000000100000302000000001400a01, 33, 0.6060606
0d42010100000008302000000000000201, 95, 0.6210526
0d42010000000008302000000000004201, 70, 0.5
0d02091000000000306001000000000200, 37, 0.5675676
0d05020000000020308000000000010102, 13, 0.46153846
0d01000000000020300500100002200002, 16, 0.4375
0d010200000000a0300002000450000000, 10, 0.3
0d010200000000a0301002000050000000, 69, 0.5507246
0d01020800020020300500000000000100, 30, 0.43333334
0d02210002100000312000000000000001, 12, 0.33333334
0d00020800000024301000140000000002, 2, 0
0d010200000000a0300000000000010502, 11, 0.18181819
0d00020000000025300000100000200102, 2, 0
0d00020000000020301000000100200502, 8, 0.5
0d010200000000a0300000000010000502, 48, 0.5
0d150000002000a0300000000040000002, 16, 0.625
0d00020000000000301400400000208102, 9, 0.6666667
0d01122800000020300000100004000000, 14, 0.5
0d02000000100010302000200000500200, 32, 0.46875
0d02000000100010302000200000400201, 33, 0.36363637
0d02010000000050306000000020000200, 38, 0.42105263
0d04020000000020300000000040008502, 47, 0.5744681
0d00020000000020301400000050008002, 61, 0.55737704
0d01020000000020301000000050008002, 40, 0.475
0d04120000200020301000000040000002, 68, 0.5735294
0d00a00400000000306000000000100201, 30, 0.43333334
0d00a10000000000306000000000100201, 72, 0.5
0d01100a00000020300000100000000102, 48, 0.4375
0d02000400000050302000000280400000, 32, 0.4375
0d02000000000050300800080000100201, 60, 0.48333332
0d2a000400000000304000000000004201, 50, 0.6
0d04020000000024309000800000000100, 53, 0.5283019
0d00010400080008306000000000004200, 59, 0.55932206
0d0102000000000430000000004000a102, 51, 0.50980395
0d01040000000020301400000008800002, 43, 0.4883721
0d4a000000000040302000200000100001, 60, 0.6
0d4a000000000010302000200000100001, 43, 0.4651163
0d01000000200020301400000000008402, 39, 0.43589744
0d00010400000040302000200020400200, 59, 0.5423729
0d4a010000000000300000000080400201, 45, 0.42222223
0d01060800000000301000000000008102, 72, 0.5138889
0d40000000000010306800000020000201, 68, 0.5
0d010220000000a4301000000000000100, 45, 0.4
0d01040000000020300000108000200402, 61, 0.5409836
0d00010000000010306a00000000400200, 52, 0.5192308
0d00011000000010306a00000000000200, 31, 0.41935483
0d42210008100000300000000000004200, 43, 0.4883721
0d01000000000020301000108000200402, 74, 0.5675676
0d80144000000020300000000000800102, 19, 0.47368422
0d12010400000018300000000000000a00, 2, 0
0d02090000000000302000000000500801, 9, 0.22222222
0d80020000000000308000000040001502, 6, 0.33333334
0d01100004000024300000000000088002, 8, 0.375
0d02091002000000300000004000100200, 7, 0.2857143
0d0200000000001a312000000000004001, 2, 0.5
0d0200000000005a302000000000004001, 45, 0.53333336
0d000640000000a4309000000000000000, 23, 0.5652174
0d05020000000000300000100000208102, 54, 0.537037
0d05020000000000300000000004208102, 21, 0.52380955
0d14022800000020301000000010000000, 17, 0.5294118
0d01062001200020301000000000000000, 31, 0.516129
0d00000000000024308000000110800102, 37, 0.43243244
0d00022000000004301000000010008102, 27, 0.44444445
0d0a010100000000302000200000004001, 23, 0.6086956
0d00062001200020301000100000000000, 20, 0.45
0d05000000200020308000000000000502, 32, 0.4375
0d0a091000000000304000000000000201, 40, 0.5
0d01020000000004301000000000808102, 73, 0.5479452
0d42010000000018302000200000004000, 55, 0.54545456
0d05020000000025308000000000000002, 29, 0.62068963
0d00420000000024301000000000008102, 20, 0.5
0d04420000000024300000000000008102, 12, 0.33333334
0d0a010000000010302000000000044200, 43, 0.44186047
0d001200000000a0300400000010000102, 50, 0.56
0d02000400000010302000000080004201, 88, 0.4659091
0d02210400100010302000000000000200, 17, 0.29411766
0d011200000000a0300400000000000102, 78, 0.4871795
0d02000400000050302000000080004200, 89, 0.64044946
0d4a011000000000300000000020004200, 34, 0.5588235
0d00022000200024301000100000000100, 27, 0.5185185
0d01040000000020309000100000800002, 50, 0.52
0d00011000100000306000200020000200, 9, 0.33333334
0d02001000000000302000200000404201, 25, 0.52
0d05060000200020300000000000000102, 38, 0.39473686
0d05022000000020301000100000000002, 57, 0.50877196
0d00020000000020301000100010008402, 8, 0.25
0d02011000140000302800000020000000, 5, 0.4
0d01020000200000301000100004200002, 4, 0
0d05020000200000301000000004200002, 6, 0.5
0d05020000200000300000100004200002, 25, 0.6
0d52010000000000302000000000400a00, 15, 0.46666667
0d01020000200020301000100004000002, 15, 0.2
0d02080000000010306000000000400201, 32, 0.40625
0d02010000140010302000000020000200, 6, 0.5
0d42010000000008306000400000000200, 19, 0.5263158
0d0a001000000000302000000000404201, 21, 0.52380955
0d05060000000020300000000000008102, 42, 0.42857143
0d42010000100008306000000000000200, 16, 0.5
0d04120800000020301000100000000002, 48, 0.5416667
0d01020800000024301400000000000002, 51, 0.5294118
0d02201000100050302000000000000200, 59, 0.59322035
0d4a010000100000306000000000000200, 12, 0.41666666
0d00020000000024301000100000008402, 17, 0.3529412
0d42000000000002302800000001400001, 12, 0.25
0d00011000010000302800080000000201, 3, 0
0d050200008000a0300000000010000100, 22, 0.36363637
0d02000000100010300000000280040201, 12, 0.5
0d000400010000a0300002000000000502, 12, 0.41666666
0d0a000000100010302000000000104800, 11, 0.18181819
0d05022000000000308000000010000102, 37, 0.45945945
0d05022000000000308000000040000102, 33, 0.54545456
0d00020000200020301400100000800100, 44, 0.4090909
0d00042000000024309400000000000002, 21, 0.3809524
0d01060000000024308400000000000002, 22, 0.3181818
0d02011000100010302000200000000200, 58, 0.4827586
0d02011400000000302000000020004200, 44, 0.52272725
0d02000000000010306000000021400200, 17, 0.4117647
0d02091000110000302000000000000200, 12, 0.33333334
0d05022000000000301400000000800002, 44, 0.5681818
0d01040000000020308000000040008402, 33, 0.6666667
0d81160000200020301000000000000000, 34, 0.5882353
0d00040000000020308000000040008502, 6, 0.16666667
0d0a010000000000302800000004400001, 31, 0.48387095
0d52210000000000304000000020000200, 8, 0.25
0d00000000000020308000100014200102, 14, 0.5714286
0d01060800240020301000000000000000, 4, 0.25
0d02080000100010300000000080404200, 10, 0.4
0d00000000100010302000200080400201, 34, 0.44117647
0d40011000000000302800000000000a01, 20, 0.5
0d840200000000a0300000000010000500, 13, 0.30769232
0d400004000000103060000000a0000200, 13, 0.15384616
0d400100000000103060000000a0000200, 28, 0.42857143
0d000104000000103060000000a0000200, 41, 0.46341464
0d0a210000000000300000000000500201, 55, 0.5090909
0d00001000100058302800000000000200, 62, 0.5483871
0d02080000100050302000000000004200, 12, 0.33333334
0d05020000000020301400000000800002, 62, 0.5
0d02080000100040302000000000004201, 30, 0.5
0d00020000000024301000100010800002, 41, 0.5121951
0d01062000000024300000100000000002, 17, 0.4117647
0d00200000100010306000000020400200, 40, 0.45
0d00000800000024301000100000800102, 11, 0.27272728
0d40210000000008302000000000004201, 53, 0.49056605
0d4a001000000010304800000000000200, 2, 0.5
0d01062000000024301000000000200000, 5, 0
0d02010000100010302000400000000a00, 4, 0.75
0d02010000100000306000400000000a00, 1, 0
0d80020000040024301000000000000102, 17, 0.29411766
0d52091000000000302000000000000200, 3, 0.6666667
0d40010000000000302000200020500200, 32, 0.5
0d01062000000000301400000000008002, 60, 0.6
0d02091000100010300000000000000a00, 42, 0.45238096
0d02091400000008302000000000004000, 20, 0.45
0d02080000100010306000000000400200, 39, 0.5897436
0d01020000000024308000000000000502, 37, 0.43243244
0d01022000000024300000100010000002, 15, 0.33333334
0d05060000000020300000000000800402, 33, 0.57575756
0d04022000000020301000000010000402, 23, 0.4347826
0d01020000200024301000000010000002, 22, 0.22727273
0d01064000000020300000000000800102, 11, 0.45454547
0d01020000040024308000100000000002, 2, 0.5
0d05024000000020300000000000800102, 1, 0
0d00020000040024309000100000000002, 2, 0
0d04160000000020300000000000800102, 17, 0.47058824
0d01020000000020309400100000000002, 4, 0
0d00020000200024301400100000000002, 8, 0.375
0d020100005000103020000000a0000000, 10, 0.3
0d08211000010000302000000000004200, 32, 0.5625
0d00020000000084309000000000000502, 36, 0.41666666
0d02010100000018304800000000000200, 2, 0.5
0d42010000000000302000000081400800, 21, 0.52380955
0d02210002100050302000000000000000, 32, 0.375
0d02010000000000300000000080124201, 38, 0.47368422
0d010200000000a0301002000010000100, 88, 0.5568182
0d02010000100010302800000000000201, 74, 0.44594595
0d02001000000050302000000080000201, 47, 0.5106383
0d00020000000024301400000000200102, 41, 0.41463414
0d02010000100040302000000080000201, 71, 0.53521127
0d02000000000010302800000081100001, 16, 0.5
0d02000000000010300800000080140201, 46, 0.4347826
0d02210400000010300800000000000201, 100, 0.54
0d01020000000080301000000000210102, 41, 0.41463414
0d00200400010010302800000000000201, 57, 0.47368422
0da0100000000020301400000000000102, 39, 0.51282054
0d01028000200000301000000040000102, 54, 0.46296296
0da1100000000020301400000000000002, 14, 0.5
0d00098000000050302000000000000201, 35, 0.37142858
0d02010000000040302000000000102801, 56, 0.48214287
0d02010400000000302000000001000a01, 12, 0.5
0d42000100000058302000000000000200, 22, 0.6363636
0d00020000000020308400000000010502, 8, 0.375
0d02010000000000302000000001400a01, 37, 0.43243244
0d42000000000050302801000000000200, 9, 0.22222222
0d00020800000020301000000140000102, 59, 0.42372882
0d01060800000020300000000000010102, 11, 0.6363636
0d02211000000000302000000000140200, 17, 0.5882353
0d04020000000020300000000140800102, 23, 0.4347826
0d02010000100008302000000000040201, 15, 0.33333334
0d02010400000000306000200000000201, 74, 0.5135135
0d02010000100008302000000000140200, 16, 0.3125
0d02204400100000302000000000000201, 7, 0.2857143
0d000640000000a0301000000000000102, 50, 0.62
